a,b,c,triplets_mapped,co
39,62,68,"(39, 62, 68)",2
128,59,4,"(128, 59, 4)",2
39,62,125,"(39, 62, 125)",2
39,125,68,"(39, 125, 68)",2
39,125,62,"(39, 125, 62)",2
39,125,126,"(39, 125, 126)",2
126,151,114,"(126, 151, 114)",2
4,105,59,"(4, 105, 59)",2
126,114,151,"(126, 114, 151)",2
4,128,59,"(4, 128, 59)",2
4,59,105,"(4, 59, 105)",2
124,10,12,"(124, 10, 12)",2
125,39,126,"(125, 39, 126)",2
12,124,10,"(12, 124, 10)",2
12,10,124,"(12, 10, 124)",2
11,86,27,"(11, 86, 27)",2
11,86,4,"(11, 86, 4)",2
11,27,86,"(11, 27, 86)",2
11,4,86,"(11, 4, 86)",2
68,125,39,"(68, 125, 39)",2
68,39,62,"(68, 39, 62)",2
68,39,125,"(68, 39, 125)",2
58,79,26,"(58, 79, 26)",2
114,266,68,"(114, 266, 68)",2
58,26,79,"(58, 26, 79)",2
62,68,39,"(62, 68, 39)",2
62,125,39,"(62, 125, 39)",2
79,58,26,"(79, 58, 26)",2
62,39,68,"(62, 39, 68)",2
62,39,125,"(62, 39, 125)",2
79,26,58,"(79, 26, 58)",2
125,68,39,"(125, 68, 39)",2
26,58,79,"(26, 58, 79)",2
125,62,39,"(125, 62, 39)",2
26,79,58,"(26, 79, 58)",2
125,126,39,"(125, 126, 39)",2
10,12,124,"(10, 12, 124)",2
10,124,12,"(10, 124, 12)",2
125,39,68,"(125, 39, 68)",2
125,39,62,"(125, 39, 62)",2
195,281,190,"(195, 281, 190)",2
126,44,42,"(126, 44, 42)",2
42,59,61,"(42, 59, 61)",2
40,68,96,"(40, 68, 96)",2
68,195,107,"(68, 195, 107)",2
68,96,40,"(68, 96, 40)",2
68,40,96,"(68, 40, 96)",2
68,107,195,"(68, 107, 195)",2
41,96,125,"(41, 96, 125)",2
41,125,96,"(41, 125, 96)",2
96,68,40,"(96, 68, 40)",2
96,41,125,"(96, 41, 125)",2
96,125,41,"(96, 125, 41)",2
96,40,68,"(96, 40, 68)",2
125,41,96,"(125, 41, 96)",2
125,96,41,"(125, 96, 41)",2
40,96,68,"(40, 96, 68)",2
74,90,11,"(74, 90, 11)",2
179,199,155,"(179, 199, 155)",2
179,155,199,"(179, 155, 199)",2
199,179,155,"(199, 179, 155)",2
199,155,179,"(199, 155, 179)",2
155,179,199,"(155, 179, 199)",2
155,199,179,"(155, 199, 179)",2
160,34,129,"(160, 34, 129)",2
151,126,266,"(151, 126, 266)",2
151,266,126,"(151, 266, 126)",2
126,151,266,"(126, 151, 266)",2
126,266,151,"(126, 266, 151)",2
266,151,126,"(266, 151, 126)",2
107,68,195,"(107, 68, 195)",2
107,195,68,"(107, 195, 68)",2
195,68,107,"(195, 68, 107)",2
195,107,68,"(195, 107, 68)",2
257,331,42,"(257, 331, 42)",2
108,206,9,"(108, 206, 9)",2
108,9,206,"(108, 9, 206)",2
206,108,9,"(206, 108, 9)",2
206,9,108,"(206, 9, 108)",2
9,108,206,"(9, 108, 206)",2
9,206,108,"(9, 206, 108)",2
101,75,233,"(101, 75, 233)",2
101,233,75,"(101, 233, 75)",2
75,101,233,"(75, 101, 233)",2
75,233,101,"(75, 233, 101)",2
233,101,75,"(233, 101, 75)",2
233,75,101,"(233, 75, 101)",2
304,319,162,"(304, 319, 162)",2
304,162,319,"(304, 162, 319)",2
319,304,162,"(319, 304, 162)",2
150,42,214,"(150, 42, 214)",2
319,162,304,"(319, 162, 304)",2
150,214,42,"(150, 214, 42)",2
162,304,319,"(162, 304, 319)",2
162,319,304,"(162, 319, 304)",2
42,150,214,"(42, 150, 214)",2
42,214,150,"(42, 214, 150)",2
214,150,42,"(214, 150, 42)",2
214,42,150,"(214, 42, 150)",2
266,126,151,"(266, 126, 151)",2
74,11,90,"(74, 11, 90)",2
126,42,44,"(126, 42, 44)",2
300,143,141,"(300, 143, 141)",2
223,163,12,"(223, 163, 12)",2
143,300,141,"(143, 300, 141)",2
129,34,160,"(129, 34, 160)",2
141,143,300,"(141, 143, 300)",2
59,4,42,"(59, 4, 42)",2
59,61,42,"(59, 61, 42)",2
141,300,143,"(141, 300, 143)",2
59,42,4,"(59, 42, 4)",2
59,42,61,"(59, 42, 61)",2
163,12,223,"(163, 12, 223)",2
163,223,12,"(163, 223, 12)",2
4,59,42,"(4, 59, 42)",2
4,61,42,"(4, 61, 42)",2
160,129,34,"(160, 129, 34)",2
300,141,143,"(300, 141, 143)",2
4,42,59,"(4, 42, 59)",2
4,42,61,"(4, 42, 61)",2
61,59,42,"(61, 59, 42)",2
42,44,126,"(42, 44, 126)",2
61,4,42,"(61, 4, 42)",2
42,126,44,"(42, 126, 44)",2
61,42,59,"(61, 42, 59)",2
61,42,4,"(61, 42, 4)",2
44,42,126,"(44, 42, 126)",2
44,126,42,"(44, 126, 42)",2
42,59,4,"(42, 59, 4)",2
143,141,300,"(143, 141, 300)",2
129,160,34,"(129, 160, 34)",2
0,47,48,"(0, 47, 48)",2
223,12,163,"(223, 12, 163)",2
90,74,11,"(90, 74, 11)",2
34,160,129,"(34, 160, 129)",2
90,11,74,"(90, 11, 74)",2
175,158,259,"(175, 158, 259)",2
175,259,158,"(175, 259, 158)",2
158,175,259,"(158, 175, 259)",2
158,259,175,"(158, 259, 175)",2
11,74,90,"(11, 74, 90)",2
259,175,158,"(259, 175, 158)",2
30,48,0,"(30, 48, 0)",2
11,90,74,"(11, 90, 74)",2
259,158,175,"(259, 158, 175)",2
30,0,48,"(30, 0, 48)",2
34,129,160,"(34, 129, 160)",2
48,30,0,"(48, 30, 0)",2
12,223,163,"(12, 223, 163)",2
48,47,0,"(48, 47, 0)",2
48,0,30,"(48, 0, 30)",2
48,0,47,"(48, 0, 47)",2
12,163,223,"(12, 163, 223)",2
47,48,0,"(47, 48, 0)",2
47,0,48,"(47, 0, 48)",2
0,30,48,"(0, 30, 48)",2
0,48,30,"(0, 48, 30)",2
0,48,47,"(0, 48, 47)",2
4,59,128,"(4, 59, 128)",2
39,126,125,"(39, 126, 125)",2
59,105,4,"(59, 105, 4)",2
155,77,276,"(155, 77, 276)",2
77,76,155,"(77, 76, 155)",2
77,276,76,"(77, 276, 76)",2
77,276,155,"(77, 276, 155)",2
48,199,147,"(48, 199, 147)",2
48,147,199,"(48, 147, 199)",2
77,155,76,"(77, 155, 76)",2
77,155,276,"(77, 155, 276)",2
155,76,276,"(155, 76, 276)",2
155,76,77,"(155, 76, 77)",2
155,276,76,"(155, 276, 76)",2
155,276,77,"(155, 276, 77)",2
155,77,76,"(155, 77, 76)",2
68,179,0,"(68, 179, 0)",2
177,158,155,"(177, 158, 155)",2
68,0,179,"(68, 0, 179)",2
179,68,0,"(179, 68, 0)",2
179,0,68,"(179, 0, 68)",2
0,68,179,"(0, 68, 179)",2
0,179,68,"(0, 179, 68)",2
259,158,155,"(259, 158, 155)",2
259,155,158,"(259, 155, 158)",2
26,182,131,"(26, 182, 131)",2
158,259,155,"(158, 259, 155)",2
158,177,155,"(158, 177, 155)",2
158,155,259,"(158, 155, 259)",2
158,155,177,"(158, 155, 177)",2
147,48,199,"(147, 48, 199)",2
77,76,276,"(77, 76, 276)",2
276,155,77,"(276, 155, 77)",2
276,155,76,"(276, 155, 76)",2
199,12,147,"(199, 12, 147)",2
199,147,12,"(199, 147, 12)",2
48,127,52,"(48, 127, 52)",2
48,52,127,"(48, 52, 127)",2
52,42,127,"(52, 42, 127)",2
52,127,42,"(52, 127, 42)",2
52,127,48,"(52, 127, 48)",2
52,48,127,"(52, 48, 127)",2
76,276,77,"(76, 276, 77)",2
199,147,48,"(199, 147, 48)",2
76,276,155,"(76, 276, 155)",2
76,77,276,"(76, 77, 276)",2
199,48,147,"(199, 48, 147)",2
76,77,155,"(76, 77, 155)",2
12,199,147,"(12, 199, 147)",2
12,147,199,"(12, 147, 199)",2
76,155,276,"(76, 155, 276)",2
76,155,77,"(76, 155, 77)",2
276,76,77,"(276, 76, 77)",2
147,199,12,"(147, 199, 12)",2
276,76,155,"(276, 76, 155)",2
276,77,76,"(276, 77, 76)",2
147,199,48,"(147, 199, 48)",2
276,77,155,"(276, 77, 155)",2
147,12,199,"(147, 12, 199)",2
26,131,182,"(26, 131, 182)",2
182,26,131,"(182, 26, 131)",2
127,52,42,"(127, 52, 42)",2
117,84,104,"(117, 84, 104)",2
117,211,78,"(117, 211, 78)",2
117,78,211,"(117, 78, 211)",2
78,211,117,"(78, 211, 117)",2
78,117,211,"(78, 117, 211)",2
194,104,227,"(194, 104, 227)",2
84,155,227,"(84, 155, 227)",2
84,26,210,"(84, 26, 210)",2
194,227,104,"(194, 227, 104)",2
84,210,26,"(84, 210, 26)",2
84,227,155,"(84, 227, 155)",2
109,234,115,"(109, 234, 115)",2
109,115,234,"(109, 115, 234)",2
94,52,87,"(94, 52, 87)",2
177,155,158,"(177, 155, 158)",2
94,87,52,"(94, 87, 52)",2
52,94,87,"(52, 94, 87)",2
52,87,94,"(52, 87, 94)",2
210,26,84,"(210, 26, 84)",2
87,94,52,"(87, 94, 52)",2
87,52,94,"(87, 52, 94)",2
117,104,84,"(117, 104, 84)",2
210,84,26,"(210, 84, 26)",2
234,109,115,"(234, 109, 115)",2
234,115,109,"(234, 115, 109)",2
227,155,84,"(227, 155, 84)",2
227,84,155,"(227, 84, 155)",2
26,210,84,"(26, 210, 84)",2
211,78,117,"(211, 78, 117)",2
211,117,78,"(211, 117, 78)",2
306,68,30,"(306, 68, 30)",2
155,259,158,"(155, 259, 158)",2
182,131,26,"(182, 131, 26)",2
155,158,259,"(155, 158, 259)",2
155,158,177,"(155, 158, 177)",2
131,26,182,"(131, 26, 182)",2
155,177,158,"(155, 177, 158)",2
131,182,26,"(131, 182, 26)",2
104,227,194,"(104, 227, 194)",2
104,194,227,"(104, 194, 227)",2
227,104,194,"(227, 104, 194)",2
155,84,227,"(155, 84, 227)",2
227,194,104,"(227, 194, 104)",2
30,67,46,"(30, 67, 46)",2
30,46,67,"(30, 46, 67)",2
67,30,46,"(67, 30, 46)",2
67,46,30,"(67, 46, 30)",2
46,30,67,"(46, 30, 67)",2
46,67,30,"(46, 67, 30)",2
155,227,84,"(155, 227, 84)",2
26,84,210,"(26, 84, 210)",2
30,68,306,"(30, 68, 306)",2
30,306,68,"(30, 306, 68)",2
68,30,306,"(68, 30, 306)",2
68,306,30,"(68, 306, 30)",2
306,30,68,"(306, 30, 68)",2
127,52,48,"(127, 52, 48)",2
127,48,52,"(127, 48, 52)",2
59,128,4,"(59, 128, 4)",2
35,234,155,"(35, 234, 155)",2
61,35,234,"(61, 35, 234)",2
61,155,234,"(61, 155, 234)",2
12,234,61,"(12, 234, 61)",2
12,234,35,"(12, 234, 35)",2
12,234,155,"(12, 234, 155)",2
12,61,234,"(12, 61, 234)",2
12,35,234,"(12, 35, 234)",2
12,35,155,"(12, 35, 155)",2
12,155,234,"(12, 155, 234)",2
12,155,35,"(12, 155, 35)",2
35,234,61,"(35, 234, 61)",2
35,234,12,"(35, 234, 12)",2
35,61,234,"(35, 61, 234)",2
382,324,220,"(382, 324, 220)",2
35,12,234,"(35, 12, 234)",2
35,12,155,"(35, 12, 155)",2
35,155,234,"(35, 155, 234)",2
35,155,12,"(35, 155, 12)",2
155,234,61,"(155, 234, 61)",2
155,234,12,"(155, 234, 12)",2
155,234,35,"(155, 234, 35)",2
155,61,234,"(155, 61, 234)",2
155,12,234,"(155, 12, 234)",2
155,12,35,"(155, 12, 35)",2
155,35,234,"(155, 35, 234)",2
155,35,12,"(155, 35, 12)",2
61,12,234,"(61, 12, 234)",2
61,234,155,"(61, 234, 155)",2
61,234,35,"(61, 234, 35)",2
61,234,12,"(61, 234, 12)",2
59,4,105,"(59, 4, 105)",2
59,4,128,"(59, 4, 128)",2
81,151,82,"(81, 151, 82)",2
81,82,151,"(81, 82, 151)",2
82,151,81,"(82, 151, 81)",2
82,81,151,"(82, 81, 151)",2
121,375,14,"(121, 375, 14)",2
121,14,375,"(121, 14, 375)",2
375,121,14,"(375, 121, 14)",2
375,14,121,"(375, 14, 121)",2
14,121,375,"(14, 121, 375)",2
14,375,121,"(14, 375, 121)",2
266,114,68,"(266, 114, 68)",2
234,61,12,"(234, 61, 12)",2
234,61,35,"(234, 61, 35)",2
234,61,155,"(234, 61, 155)",2
234,12,61,"(234, 12, 61)",2
234,12,35,"(234, 12, 35)",2
234,12,155,"(234, 12, 155)",2
234,35,61,"(234, 35, 61)",2
234,35,12,"(234, 35, 12)",2
234,35,155,"(234, 35, 155)",2
234,155,61,"(234, 155, 61)",2
234,155,12,"(234, 155, 12)",2
234,155,35,"(234, 155, 35)",2
266,68,114,"(266, 68, 114)",2
382,220,324,"(382, 220, 324)",2
127,42,52,"(127, 42, 52)",2
54,219,55,"(54, 219, 55)",2
383,126,42,"(383, 126, 42)",2
11,126,5,"(11, 126, 5)",2
52,179,123,"(52, 179, 123)",2
383,42,126,"(383, 42, 126)",2
52,17,123,"(52, 17, 123)",2
42,126,383,"(42, 126, 383)",2
52,123,179,"(52, 123, 179)",2
52,123,17,"(52, 123, 17)",2
42,383,126,"(42, 383, 126)",2
11,5,126,"(11, 5, 126)",2
179,52,123,"(179, 52, 123)",2
54,55,219,"(54, 55, 219)",2
179,123,52,"(179, 123, 52)",2
242,20,19,"(242, 20, 19)",2
55,54,219,"(55, 54, 219)",2
55,219,54,"(55, 219, 54)",2
219,54,55,"(219, 54, 55)",2
17,52,123,"(17, 52, 123)",2
219,55,54,"(219, 55, 54)",2
17,123,52,"(17, 123, 52)",2
123,52,179,"(123, 52, 179)",2
123,52,17,"(123, 52, 17)",2
123,179,52,"(123, 179, 52)",2
42,127,52,"(42, 127, 52)",2
123,17,52,"(123, 17, 52)",2
42,52,127,"(42, 52, 127)",2
126,42,383,"(126, 42, 383)",2
126,383,42,"(126, 383, 42)",2
5,11,126,"(5, 11, 126)",2
5,126,11,"(5, 126, 11)",2
242,19,20,"(242, 19, 20)",2
242,19,18,"(242, 19, 18)",2
242,18,19,"(242, 18, 19)",2
20,242,19,"(20, 242, 19)",2
20,19,242,"(20, 19, 242)",2
19,242,20,"(19, 242, 20)",2
19,242,18,"(19, 242, 18)",2
19,20,242,"(19, 20, 242)",2
19,18,242,"(19, 18, 242)",2
18,242,19,"(18, 242, 19)",2
18,19,242,"(18, 19, 242)",2
324,382,220,"(324, 382, 220)",2
324,220,382,"(324, 220, 382)",2
68,114,266,"(68, 114, 266)",2
220,382,324,"(220, 382, 324)",2
68,266,114,"(68, 266, 114)",2
220,324,382,"(220, 324, 382)",2
126,5,11,"(126, 5, 11)",2
29,142,179,"(29, 142, 179)",2
29,179,142,"(29, 179, 142)",2
142,29,179,"(142, 29, 179)",2
142,179,29,"(142, 179, 29)",2
179,29,142,"(179, 29, 142)",2
179,142,29,"(179, 142, 29)",2
126,11,5,"(126, 11, 5)",2
30,249,131,"(30, 249, 131)",2
42,107,155,"(42, 107, 155)",2
41,246,151,"(41, 246, 151)",2
177,4,26,"(177, 4, 26)",2
61,94,276,"(61, 94, 276)",2
37,42,33,"(37, 42, 33)",2
37,33,42,"(37, 33, 42)",2
42,35,33,"(42, 35, 33)",2
42,37,33,"(42, 37, 33)",2
42,33,35,"(42, 33, 35)",2
42,33,37,"(42, 33, 37)",2
33,35,42,"(33, 35, 42)",2
33,37,42,"(33, 37, 42)",2
33,42,35,"(33, 42, 35)",2
33,42,37,"(33, 42, 37)",2
177,4,27,"(177, 4, 27)",2
357,272,42,"(357, 272, 42)",2
94,61,276,"(94, 61, 276)",2
177,27,4,"(177, 27, 4)",2
177,26,4,"(177, 26, 4)",2
112,1,35,"(112, 1, 35)",2
112,35,1,"(112, 35, 1)",2
357,42,272,"(357, 42, 272)",2
10,94,0,"(10, 94, 0)",2
4,177,27,"(4, 177, 27)",2
4,177,26,"(4, 177, 26)",2
42,272,357,"(42, 272, 357)",2
4,27,177,"(4, 27, 177)",2
10,0,94,"(10, 0, 94)",2
4,26,177,"(4, 26, 177)",2
61,276,94,"(61, 276, 94)",2
94,276,61,"(94, 276, 61)",2
126,116,384,"(126, 116, 384)",2
126,187,116,"(126, 187, 116)",2
35,10,127,"(35, 10, 127)",2
35,127,10,"(35, 127, 10)",2
147,4,6,"(147, 4, 6)",2
147,5,6,"(147, 5, 6)",2
147,6,4,"(147, 6, 4)",2
147,6,5,"(147, 6, 5)",2
116,126,187,"(116, 126, 187)",2
187,116,126,"(187, 116, 126)",2
188,126,76,"(188, 126, 76)",2
188,76,126,"(188, 76, 126)",2
187,126,116,"(187, 126, 116)",2
126,116,187,"(126, 116, 187)",2
126,188,76,"(126, 188, 76)",2
276,61,94,"(276, 61, 94)",2
121,117,87,"(121, 117, 87)",2
126,76,188,"(126, 76, 188)",2
76,188,126,"(76, 188, 126)",2
76,126,188,"(76, 126, 188)",2
121,87,117,"(121, 87, 117)",2
87,117,121,"(87, 117, 121)",2
87,121,117,"(87, 121, 117)",2
272,357,42,"(272, 357, 42)",2
272,42,357,"(272, 42, 357)",2
35,42,33,"(35, 42, 33)",2
35,33,42,"(35, 33, 42)",2
276,94,61,"(276, 94, 61)",2
94,10,0,"(94, 10, 0)",2
27,177,4,"(27, 177, 4)",2
42,357,272,"(42, 357, 272)",2
327,94,385,"(327, 94, 385)",2
42,357,257,"(42, 357, 257)",2
327,42,94,"(327, 42, 94)",2
42,257,357,"(42, 257, 357)",2
42,143,169,"(42, 143, 169)",2
10,0,163,"(10, 0, 163)",2
217,260,244,"(217, 260, 244)",2
42,169,143,"(42, 169, 143)",2
327,385,94,"(327, 385, 94)",2
327,94,42,"(327, 94, 42)",2
143,42,169,"(143, 42, 169)",2
357,42,257,"(357, 42, 257)",2
217,244,260,"(217, 244, 260)",2
357,257,42,"(357, 257, 42)",2
27,4,177,"(27, 4, 177)",2
143,169,42,"(143, 169, 42)",2
10,163,0,"(10, 163, 0)",2
257,42,357,"(257, 42, 357)",2
257,357,42,"(257, 357, 42)",2
89,25,24,"(89, 25, 24)",2
89,24,25,"(89, 24, 25)",2
244,260,217,"(244, 260, 217)",2
169,42,143,"(169, 42, 143)",2
25,89,24,"(25, 89, 24)",2
25,24,89,"(25, 24, 89)",2
169,143,42,"(169, 143, 42)",2
24,89,25,"(24, 89, 25)",2
260,244,217,"(260, 244, 217)",2
163,10,0,"(163, 10, 0)",2
94,327,385,"(94, 327, 385)",2
260,217,244,"(260, 217, 244)",2
94,0,10,"(94, 0, 10)",2
386,306,293,"(386, 306, 293)",2
386,293,306,"(386, 293, 306)",2
26,177,4,"(26, 177, 4)",2
306,386,293,"(306, 386, 293)",2
306,293,386,"(306, 293, 386)",2
1,112,35,"(1, 112, 35)",2
293,386,306,"(293, 386, 306)",2
26,4,177,"(26, 4, 177)",2
293,306,386,"(293, 306, 386)",2
1,35,112,"(1, 35, 112)",2
0,10,94,"(0, 10, 94)",2
0,94,10,"(0, 94, 10)",2
35,112,1,"(35, 112, 1)",2
42,94,327,"(42, 94, 327)",2
35,1,112,"(35, 1, 112)",2
42,327,94,"(42, 327, 94)",2
385,94,327,"(385, 94, 327)",2
0,163,10,"(0, 163, 10)",2
385,327,94,"(385, 327, 94)",2
0,10,163,"(0, 10, 163)",2
94,42,327,"(94, 42, 327)",2
163,0,10,"(163, 0, 10)",2
94,385,327,"(94, 385, 327)",2
94,327,42,"(94, 327, 42)",2
6,147,5,"(6, 147, 5)",2
6,147,4,"(6, 147, 4)",2
6,5,147,"(6, 5, 147)",2
96,125,68,"(96, 125, 68)",2
46,91,98,"(46, 91, 98)",2
46,98,91,"(46, 98, 91)",2
4,24,164,"(4, 24, 164)",2
4,25,164,"(4, 25, 164)",2
68,96,125,"(68, 96, 125)",2
4,164,24,"(4, 164, 24)",2
68,125,96,"(68, 125, 96)",2
4,164,25,"(4, 164, 25)",2
24,4,164,"(24, 4, 164)",2
24,25,164,"(24, 25, 164)",2
96,68,125,"(96, 68, 125)",2
24,164,4,"(24, 164, 4)",2
96,125,7,"(96, 125, 7)",2
7,125,96,"(7, 125, 96)",2
24,164,25,"(24, 164, 25)",2
96,7,125,"(96, 7, 125)",2
125,68,96,"(125, 68, 96)",2
25,4,164,"(25, 4, 164)",2
125,96,68,"(125, 96, 68)",2
125,96,7,"(125, 96, 7)",2
25,24,164,"(25, 24, 164)",2
125,7,96,"(125, 7, 96)",2
25,164,4,"(25, 164, 4)",2
25,164,24,"(25, 164, 24)",2
164,4,24,"(164, 4, 24)",2
7,96,125,"(7, 96, 125)",2
116,384,126,"(116, 384, 126)",2
116,126,384,"(116, 126, 384)",2
297,97,29,"(297, 97, 29)",2
297,97,31,"(297, 97, 31)",2
94,32,252,"(94, 32, 252)",2
94,32,35,"(94, 32, 35)",2
32,252,94,"(32, 252, 94)",2
384,126,116,"(384, 126, 116)",2
32,35,94,"(32, 35, 94)",2
32,94,252,"(32, 94, 252)",2
32,94,35,"(32, 94, 35)",2
98,46,91,"(98, 46, 91)",2
384,116,126,"(384, 116, 126)",2
31,29,297,"(31, 29, 297)",2
31,97,297,"(31, 97, 297)",2
31,297,29,"(31, 297, 29)",2
31,297,97,"(31, 297, 97)",2
29,31,297,"(29, 31, 297)",2
29,97,297,"(29, 97, 297)",2
29,297,31,"(29, 297, 31)",2
29,297,97,"(29, 297, 97)",2
97,31,297,"(97, 31, 297)",2
97,29,297,"(97, 29, 297)",2
97,297,31,"(97, 297, 31)",2
97,297,29,"(97, 297, 29)",2
297,31,29,"(297, 31, 29)",2
297,31,97,"(297, 31, 97)",2
297,29,31,"(297, 29, 31)",2
297,29,97,"(297, 29, 97)",2
164,4,25,"(164, 4, 25)",2
254,86,35,"(254, 86, 35)",2
6,4,147,"(6, 4, 147)",2
117,87,121,"(117, 87, 121)",2
118,35,94,"(118, 35, 94)",2
35,94,118,"(35, 94, 118)",2
34,179,129,"(34, 179, 129)",2
215,3,110,"(215, 3, 110)",2
35,118,94,"(35, 118, 94)",2
215,110,3,"(215, 110, 3)",2
34,129,179,"(34, 129, 179)",2
117,121,87,"(117, 121, 87)",2
10,127,35,"(10, 127, 35)",2
110,3,215,"(110, 3, 215)",2
110,215,3,"(110, 215, 3)",2
33,179,129,"(33, 179, 129)",2
10,35,127,"(10, 35, 127)",2
254,35,86,"(254, 35, 86)",2
33,129,179,"(33, 129, 179)",2
127,10,35,"(127, 10, 35)",2
129,179,34,"(129, 179, 34)",2
129,179,33,"(129, 179, 33)",2
116,187,126,"(116, 187, 126)",2
129,34,179,"(129, 34, 179)",2
129,33,179,"(129, 33, 179)",2
4,6,147,"(4, 6, 147)",2
127,35,10,"(127, 35, 10)",2
4,147,6,"(4, 147, 6)",2
5,6,147,"(5, 6, 147)",2
5,147,6,"(5, 147, 6)",2
3,110,215,"(3, 110, 215)",2
118,94,35,"(118, 94, 35)",2
3,215,110,"(3, 215, 110)",2
179,129,33,"(179, 129, 33)",2
86,254,35,"(86, 254, 35)",2
86,35,254,"(86, 35, 254)",2
35,254,86,"(35, 254, 86)",2
35,86,254,"(35, 86, 254)",2
164,24,4,"(164, 24, 4)",2
164,24,25,"(164, 24, 25)",2
164,25,4,"(164, 25, 4)",2
164,25,24,"(164, 25, 24)",2
155,154,68,"(155, 154, 68)",2
155,68,154,"(155, 68, 154)",2
154,155,68,"(154, 155, 68)",2
154,68,155,"(154, 68, 155)",2
68,155,154,"(68, 155, 154)",2
68,154,155,"(68, 154, 155)",2
364,35,2,"(364, 35, 2)",2
364,2,35,"(364, 2, 35)",2
35,364,2,"(35, 364, 2)",2
35,2,364,"(35, 2, 364)",2
2,364,35,"(2, 364, 35)",2
2,35,364,"(2, 35, 364)",2
94,118,35,"(94, 118, 35)",2
179,34,129,"(179, 34, 129)",2
179,33,129,"(179, 33, 129)",2
94,35,118,"(94, 35, 118)",2
179,129,34,"(179, 129, 34)",2
244,217,260,"(244, 217, 260)",2
24,25,89,"(24, 25, 89)",2
188,157,65,"(188, 157, 65)",2
255,143,141,"(255, 143, 141)",2
48,30,306,"(48, 30, 306)",2
48,306,30,"(48, 306, 30)",2
80,215,163,"(80, 215, 163)",2
80,215,30,"(80, 215, 30)",2
80,163,215,"(80, 163, 215)",2
80,163,30,"(80, 163, 30)",2
80,30,215,"(80, 30, 215)",2
51,155,50,"(51, 155, 50)",2
80,30,163,"(80, 30, 163)",2
215,80,163,"(215, 80, 163)",2
215,80,30,"(215, 80, 30)",2
215,163,80,"(215, 163, 80)",2
255,141,143,"(255, 141, 143)",2
30,215,80,"(30, 215, 80)",2
215,30,80,"(215, 30, 80)",2
163,80,215,"(163, 80, 215)",2
143,255,141,"(143, 255, 141)",2
163,80,30,"(163, 80, 30)",2
143,141,255,"(143, 141, 255)",2
50,51,155,"(50, 51, 155)",2
163,215,80,"(163, 215, 80)",2
141,255,143,"(141, 255, 143)",2
163,30,80,"(163, 30, 80)",2
141,143,255,"(141, 143, 255)",2
50,204,155,"(50, 204, 155)",2
30,80,215,"(30, 80, 215)",2
306,48,30,"(306, 48, 30)",2
306,30,48,"(306, 30, 48)",2
30,48,306,"(30, 48, 306)",2
30,306,48,"(30, 306, 48)",2
177,111,112,"(177, 111, 112)",2
258,190,290,"(258, 190, 290)",2
190,290,258,"(190, 290, 258)",2
190,258,290,"(190, 258, 290)",2
177,4,175,"(177, 4, 175)",2
177,175,4,"(177, 175, 4)",2
42,121,104,"(42, 121, 104)",2
42,104,121,"(42, 104, 121)",2
264,229,32,"(264, 229, 32)",2
264,32,229,"(264, 32, 229)",2
229,264,32,"(229, 264, 32)",2
229,32,264,"(229, 32, 264)",2
32,264,229,"(32, 264, 229)",2
32,229,264,"(32, 229, 264)",2
11,27,26,"(11, 27, 26)",2
121,42,104,"(121, 42, 104)",2
11,26,27,"(11, 26, 27)",2
27,11,26,"(27, 11, 26)",2
121,104,42,"(121, 104, 42)",2
27,26,11,"(27, 26, 11)",2
26,11,27,"(26, 11, 27)",2
104,42,121,"(104, 42, 121)",2
26,27,11,"(26, 27, 11)",2
104,121,42,"(104, 121, 42)",2
51,50,155,"(51, 50, 155)",2
30,80,163,"(30, 80, 163)",2
30,163,80,"(30, 163, 80)",2
177,112,111,"(177, 112, 111)",2
12,4,61,"(12, 4, 61)",2
30,182,155,"(30, 182, 155)",2
30,155,182,"(30, 155, 182)",2
182,30,155,"(182, 30, 155)",2
155,51,50,"(155, 51, 50)",2
4,12,61,"(4, 12, 61)",2
182,147,155,"(182, 147, 155)",2
164,10,119,"(164, 10, 119)",2
4,61,12,"(4, 61, 12)",2
182,155,30,"(182, 155, 30)",2
182,155,147,"(182, 155, 147)",2
164,12,119,"(164, 12, 119)",2
164,119,10,"(164, 119, 10)",2
164,119,12,"(164, 119, 12)",2
50,155,51,"(50, 155, 51)",2
12,61,4,"(12, 61, 4)",2
147,182,155,"(147, 182, 155)",2
12,164,119,"(12, 164, 119)",2
147,155,182,"(147, 155, 182)",2
12,119,164,"(12, 119, 164)",2
155,30,182,"(155, 30, 182)",2
119,10,164,"(119, 10, 164)",2
61,4,12,"(61, 4, 12)",2
155,182,30,"(155, 182, 30)",2
61,12,4,"(61, 12, 4)",2
119,164,10,"(119, 164, 10)",2
155,182,147,"(155, 182, 147)",2
252,187,244,"(252, 187, 244)",2
252,244,187,"(252, 244, 187)",2
10,119,164,"(10, 119, 164)",2
187,252,244,"(187, 252, 244)",2
36,68,116,"(36, 68, 116)",2
50,155,204,"(50, 155, 204)",2
36,116,68,"(36, 116, 68)",2
68,36,116,"(68, 36, 116)",2
68,116,36,"(68, 116, 36)",2
116,36,68,"(116, 36, 68)",2
116,68,36,"(116, 68, 36)",2
52,3,58,"(52, 3, 58)",2
52,58,3,"(52, 58, 3)",2
3,52,58,"(3, 52, 58)",2
3,58,52,"(3, 58, 52)",2
58,52,3,"(58, 52, 3)",2
